,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Num_of_Routes_Covered,Month,Duration_min,Season,1_Long_layover,Change_airports,Business_class,Flight_Dept_Slot,Day_of_Dept,Is_Weekend,Price_capped,Arrival_Hour,Journey_Month,Price_Category,Route_Pair,Airline_enc,Source_enc,Destination_enc,Season_enc,Flight_Dept_Slot_enc
97,Jet Airways,2019-06-03,Banglore,Delhi,BLR → DEL,1900-01-01 19:50:00,2026-02-07 22:50:00,3h,0,In-flight meal not included,6478,1,6,180,Monsoon,0,0,0,Evng,Monday,0,6478.0,22,6,Medium,Banglore → Delhi,4,0,2,0,1
98,Jet Airways,2019-06-18,Mumbai,Hyderabad,BOM → HYD,1900-01-01 07:05:00,2026-02-07 08:30:00,1h 25m,0,No info,8040,1,6,85,Monsoon,0,0,0,Mrng,Tuesday,0,8040.0,8,6,Medium,Mumbai → Hyderabad,4,4,3,0,2
99,Jet Airways,2019-06-12,Delhi,Cochin,DEL → ATQ → BOM → COK,1900-01-01 20:00:00,2026-02-07 12:35:00,16h 35m,2,No info,14300,3,6,995,Monsoon,0,0,0,Evng,Wednesday,0,14300.0,12,6,Very High,Delhi → Cochin,4,2,1,0,1
100,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 08:25:00,2026-02-07 20:45:00,12h 20m,1,No info,14781,2,5,740,Summer,0,0,0,Mrng,Wednesday,0,14781.0,20,5,Very High,Kolkata → Banglore,4,3,0,1,2
101,Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 20:00:00,2026-02-07 08:15:00,12h 15m,1,No info,14939,2,6,735,Monsoon,0,0,0,Evng,Sunday,1,14939.0,8,6,Very High,Kolkata → Banglore,4,3,0,0,1
102,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1900-01-01 20:55:00,2026-02-07 04:25:00,7h 30m,1,In-flight meal not included,10262,2,6,450,Monsoon,0,0,0,Evng,Monday,0,10262.0,4,6,High,Delhi → Cochin,4,2,1,0,1
103,Air India,2019-05-12,Kolkata,Banglore,CCU → MAA → BLR,1900-01-01 14:35:00,2026-02-07 14:35:00,24h,1,No info,6528,2,5,1440,Summer,0,0,0,Aft,Sunday,1,6528.0,14,5,Medium,Kolkata → Banglore,1,3,0,1,0
104,Air India,2019-05-01,Banglore,Delhi,BLR → DEL,1900-01-01 06:10:00,2026-02-07 08:55:00,2h 45m,0,No info,6121,1,5,165,Summer,0,0,0,Mrng,Wednesday,0,6121.0,8,5,Medium,Banglore → Delhi,1,0,2,1,2
105,Jet Airways,2019-05-18,Delhi,Cochin,DEL → JAI → BOM → COK,1900-01-01 19:30:00,2026-02-07 04:25:00,8h 55m,2,In-flight meal not included,13029,3,5,535,Summer,0,0,0,Evng,Saturday,1,13029.0,4,5,Very High,Delhi → Cochin,4,2,1,1,1
106,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1900-01-01 11:40:00,2026-02-07 18:50:00,7h 10m,1,No info,11421,2,3,430,Summer,0,0,0,Mrng,Wednesday,0,11421.0,18,3,High,Delhi → Cochin,5,2,1,1,2
107,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1900-01-01 04:45:00,2026-02-07 19:15:00,14h 30m,1,No info,7574,2,3,870,Summer,0,0,0,Nyt,Wednesday,0,7574.0,19,3,Medium,Delhi → Cochin,5,2,1,1,3
108,Air India,2019-05-09,Delhi,Cochin,DEL → JDH → BOM → COK,1900-01-01 12:55:00,2026-02-07 19:15:00,30h 20m,2,No info,11596,3,5,1820,Summer,0,0,0,Aft,Thursday,0,11596.0,19,5,High,Delhi → Cochin,1,2,1,1,0
109,Jet Airways,2019-05-24,Delhi,Cochin,DEL → AMD → BOM → COK,1900-01-01 23:05:00,2026-02-07 19:00:00,19h 55m,2,No info,15129,3,5,1195,Summer,0,0,0,Nyt,Friday,0,15129.0,19,5,Very High,Delhi → Cochin,4,2,1,1,3
110,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,1900-01-01 14:05:00,2026-02-07 05:05:00,15h,1,No info,13555,2,3,900,Summer,0,0,0,Aft,Monday,0,13555.0,5,3,Very High,Banglore → New Delhi,4,0,5,1,0
111,IndiGo,2019-04-12,Banglore,Delhi,BLR → DEL,1900-01-01 18:55:00,2026-02-07 21:50:00,2h 55m,0,No info,5780,1,4,175,Summer,0,0,0,Evng,Friday,0,5780.0,21,4,Medium,Banglore → Delhi,3,0,2,1,1
112,Vistara,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 20:20:00,2026-02-07 09:05:00,12h 45m,1,No info,9397,2,5,765,Summer,0,0,0,Evng,Sunday,1,9397.0,9,5,High,Kolkata → Banglore,9,3,0,1,1
113,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1900-01-01 18:15:00,2026-02-07 04:25:00,10h 10m,1,No info,17024,2,3,610,Summer,0,0,0,Evng,Wednesday,0,17024.0,4,3,Very High,Delhi → Cochin,4,2,1,1,1
114,GoAir,2019-06-27,Delhi,Cochin,DEL → BOM → COK,1900-01-01 07:00:00,2026-02-07 12:55:00,5h 55m,1,No info,5281,2,6,355,Monsoon,0,0,0,Mrng,Thursday,0,5281.0,12,6,Medium,Delhi → Cochin,2,2,1,0,2
115,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → HYD → COK,1900-01-01 07:05:00,2026-02-07 22:30:00,15h 25m,1,No info,10348,2,5,925,Summer,0,0,0,Mrng,Saturday,1,10348.0,22,5,High,Delhi → Cochin,5,2,1,1,2
116,Air India,2019-03-06,Delhi,Cochin,DEL → MAA → COK,1900-01-01 17:20:00,2026-02-07 09:25:00,16h 5m,1,No info,12677,2,3,965,Summer,0,0,0,Evng,Wednesday,0,12677.0,9,3,Very High,Delhi → Cochin,1,2,1,1,1
117,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,1900-01-01 15:25:00,2026-02-07 01:35:00,10h 10m,1,No info,15147,2,3,610,Summer,0,0,0,Aft,Sunday,1,15147.0,1,3,Very High,Delhi → Cochin,5,2,1,1,0
118,Vistara,2019-06-12,Banglore,Delhi,BLR → DEL,1900-01-01 07:00:00,2026-02-07 09:40:00,2h 40m,0,No info,4668,1,6,160,Monsoon,0,0,0,Mrng,Wednesday,0,4668.0,9,6,Low,Banglore → Delhi,9,0,2,0,2
119,Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,1900-01-01 07:05:00,2026-02-07 19:00:00,11h 55m,1,No info,15554,2,5,715,Summer,0,0,0,Mrng,Thursday,0,15554.0,19,5,Very High,Delhi → Cochin,4,2,1,1,2
120,SpiceJet,2019-04-09,Banglore,Delhi,BLR → DEL,1900-01-01 05:55:00,2026-02-07 08:35:00,2h 40m,0,No info,3971,1,4,160,Summer,0,0,0,Mrng,Tuesday,0,3971.0,8,4,Low,Banglore → Delhi,7,0,2,1,2
121,Air India,2019-05-03,Mumbai,Hyderabad,BOM → HYD,1900-01-01 15:00:00,2026-02-07 16:25:00,1h 25m,0,No info,3100,1,5,85,Summer,0,0,0,Aft,Friday,0,3100.0,16,5,Low,Mumbai → Hyderabad,1,4,3,1,0
122,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 20:00:00,2026-02-07 10:05:00,14h 5m,1,In-flight meal not included,9663,2,5,845,Summer,0,0,0,Evng,Monday,0,9663.0,10,5,High,Kolkata → Banglore,4,3,0,1,1
124,IndiGo,2019-05-12,Chennai,Kolkata,MAA → CCU,1900-01-01 05:15:00,2026-02-07 07:40:00,2h 25m,0,No info,3540,1,5,145,Summer,0,0,0,Mrng,Sunday,1,3540.0,7,5,Low,Chennai → Kolkata,3,1,4,1,2
125,Air India,2019-05-21,Kolkata,Banglore,CCU → BBI → BOM → BLR,1900-01-01 12:00:00,2026-02-07 11:10:00,23h 10m,2,No info,10676,3,5,1390,Summer,0,0,0,Aft,Tuesday,0,10676.0,11,5,High,Kolkata → Banglore,1,3,0,1,0
126,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 14:05:00,2026-02-07 08:15:00,18h 10m,1,No info,13044,2,6,1090,Monsoon,0,0,0,Aft,Wednesday,0,13044.0,8,6,Very High,Kolkata → Banglore,4,3,0,0,0
127,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 20:00:00,2026-02-07 12:00:00,16h,1,No info,14388,2,5,960,Summer,0,0,0,Evng,Monday,0,14388.0,12,5,Very High,Kolkata → Banglore,4,3,0,1,1
128,IndiGo,2019-06-24,Banglore,Delhi,BLR → DEL,1900-01-01 04:00:00,2026-02-07 06:50:00,2h 50m,0,No info,3943,1,6,170,Monsoon,0,0,0,Nyt,Monday,0,3943.0,6,6,Low,Banglore → Delhi,3,0,2,0,3
129,IndiGo,2019-06-03,Chennai,Kolkata,MAA → CCU,1900-01-01 14:45:00,2026-02-07 17:05:00,2h 20m,0,No info,3597,1,6,140,Monsoon,0,0,0,Aft,Monday,0,3597.0,17,6,Low,Chennai → Kolkata,3,1,4,0,0
130,Air India,2019-03-21,Banglore,New Delhi,BLR → MAA → DEL,1900-01-01 11:50:00,2026-02-07 19:50:00,8h,1,No info,5932,2,3,480,Summer,0,0,0,Mrng,Thursday,0,5932.0,19,3,Medium,Banglore → New Delhi,1,0,5,1,2
131,Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,1900-01-01 11:30:00,2026-02-07 04:25:00,16h 55m,1,In-flight meal not included,10262,2,6,1015,Monsoon,0,0,0,Mrng,Saturday,1,10262.0,4,6,High,Delhi → Cochin,4,2,1,0,2
132,Vistara,2019-05-12,Delhi,Cochin,DEL → COK,1900-01-01 14:40:00,2026-02-07 17:50:00,3h 10m,0,No info,6216,1,5,190,Summer,0,0,0,Aft,Sunday,1,6216.0,17,5,Medium,Delhi → Cochin,9,2,1,1,0
133,IndiGo,2019-06-15,Kolkata,Banglore,CCU → BLR,1900-01-01 20:25:00,2026-02-07 23:10:00,2h 45m,0,No info,4804,1,6,165,Monsoon,0,0,0,Evng,Saturday,1,4804.0,23,6,Low,Kolkata → Banglore,3,3,0,0,1
134,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1900-01-01 11:30:00,2026-02-07 01:30:00,14h,1,No info,14067,2,5,840,Summer,0,0,0,Mrng,Tuesday,0,14067.0,1,5,Very High,Delhi → Cochin,5,2,1,1,2
135,Jet Airways,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,1900-01-01 19:10:00,2026-02-07 19:00:00,23h 50m,2,No info,15129,3,5,1430,Summer,0,0,0,Evng,Saturday,1,15129.0,19,5,Very High,Delhi → Cochin,4,2,1,1,1
136,Jet Airways,2019-06-06,Delhi,Cochin,DEL → NAG → BOM → COK,1900-01-01 06:45:00,2026-02-07 04:25:00,21h 40m,2,No info,13376,3,6,1300,Monsoon,0,0,0,Mrng,Thursday,0,13376.0,4,6,Very High,Delhi → Cochin,4,2,1,0,2
137,Air India,2019-06-27,Delhi,Cochin,DEL → GOI → BOM → COK,1900-01-01 22:00:00,2026-02-07 19:15:00,21h 15m,2,No info,10441,3,6,1275,Monsoon,0,0,0,Nyt,Thursday,0,10441.0,19,6,High,Delhi → Cochin,1,2,1,0,3
138,Jet Airways,2019-05-24,Banglore,Delhi,BLR → DEL,1900-01-01 06:00:00,2026-02-07 08:45:00,2h 45m,0,In-flight meal not included,4030,1,5,165,Summer,0,0,0,Mrng,Friday,0,4030.0,8,5,Low,Banglore → Delhi,4,0,2,1,2
139,Jet Airways,2019-03-03,Delhi,Cochin,DEL → BOM → COK,1900-01-01 08:00:00,2026-02-07 18:50:00,10h 50m,1,No info,17024,2,3,650,Summer,0,0,0,Mrng,Sunday,1,17024.0,18,3,Very High,Delhi → Cochin,4,2,1,1,2
140,Multiple carriers,2019-04-09,Delhi,Cochin,DEL → BOM → COK,1900-01-01 17:30:00,2026-02-07 01:30:00,8h,1,No info,13017,2,4,480,Summer,0,0,0,Evng,Tuesday,0,13017.0,1,4,Very High,Delhi → Cochin,5,2,1,1,1
141,GoAir,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 23:30:00,2026-02-07 07:45:00,8h 15m,1,No info,6686,2,6,495,Monsoon,0,0,0,Nyt,Thursday,0,6686.0,7,6,Medium,Kolkata → Banglore,2,3,0,0,3
142,IndiGo,2019-06-15,Delhi,Cochin,DEL → MAA → COK,1900-01-01 02:00:00,2026-02-07 07:25:00,5h 25m,1,No info,5636,2,6,325,Monsoon,0,0,0,Nyt,Saturday,1,5636.0,7,6,Medium,Delhi → Cochin,3,2,1,0,3
143,IndiGo,2019-06-09,Delhi,Cochin,DEL → HYD → COK,1900-01-01 07:35:00,2026-02-07 16:10:00,8h 35m,1,No info,6442,2,6,515,Monsoon,0,0,0,Mrng,Sunday,1,6442.0,16,6,Medium,Delhi → Cochin,3,2,1,0,2
144,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → HYD → COK,1900-01-01 13:05:00,2026-02-07 00:55:00,11h 50m,1,No info,9486,2,5,710,Summer,0,0,0,Aft,Tuesday,0,9486.0,0,5,High,Delhi → Cochin,5,2,1,1,0
145,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 20:00:00,2026-02-07 23:35:00,27h 35m,1,In-flight meal not included,10844,2,5,1655,Summer,0,0,0,Evng,Tuesday,0,10844.0,23,5,High,Kolkata → Banglore,4,3,0,1,1
146,Jet Airways,2019-06-03,Delhi,Cochin,DEL → ATQ → BOM → COK,1900-01-01 20:00:00,2026-02-07 04:25:00,8h 25m,2,In-flight meal not included,15318,3,6,505,Monsoon,0,0,0,Evng,Monday,0,15318.0,4,6,Very High,Delhi → Cochin,4,2,1,0,1
147,Air India,2019-04-03,Delhi,Cochin,DEL → MAA → COK,1900-01-01 12:30:00,2026-02-07 09:25:00,20h 55m,1,No info,5117,2,4,1255,Summer,0,0,0,Aft,Wednesday,0,5117.0,9,4,Low,Delhi → Cochin,1,2,1,1,0
148,IndiGo,2019-06-24,Delhi,Cochin,DEL → BLR → COK,1900-01-01 15:10:00,2026-02-07 20:00:00,4h 50m,1,No info,6147,2,6,290,Monsoon,0,0,0,Aft,Monday,0,6147.0,20,6,Medium,Delhi → Cochin,3,2,1,0,0
149,Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,1900-01-01 12:50:00,2026-02-07 21:00:00,8h 10m,1,No info,7005,2,6,490,Monsoon,0,0,0,Aft,Sunday,1,7005.0,21,6,Medium,Delhi → Cochin,5,2,1,0,0
150,SpiceJet,2019-04-03,Kolkata,Banglore,CCU → BLR,1900-01-01 22:20:00,2026-02-07 00:40:00,2h 20m,0,No info,3873,1,4,140,Summer,0,0,0,Nyt,Wednesday,0,3873.0,0,4,Low,Kolkata → Banglore,7,3,0,1,3
151,Jet Airways,2019-03-21,Delhi,Cochin,DEL → BDQ → BOM → COK,1900-01-01 18:25:00,2026-02-07 18:50:00,24h 25m,2,In-flight meal not included,9270,3,3,1465,Summer,0,0,0,Evng,Thursday,0,9270.0,18,3,High,Delhi → Cochin,4,2,1,1,1
152,GoAir,2019-06-27,Banglore,Delhi,BLR → DEL,1900-01-01 11:40:00,2026-02-07 14:30:00,2h 50m,0,No info,3898,1,6,170,Monsoon,0,0,0,Mrng,Thursday,0,3898.0,14,6,Low,Banglore → Delhi,2,0,2,0,2
153,Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 08:25:00,2026-02-07 20:45:00,12h 20m,1,No info,14781,2,5,740,Summer,0,0,0,Mrng,Sunday,1,14781.0,20,5,Very High,Kolkata → Banglore,4,3,0,1,2
154,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 20:00:00,2026-02-07 08:15:00,12h 15m,1,In-flight meal not included,8586,2,5,735,Summer,0,0,0,Evng,Friday,0,8586.0,8,5,High,Kolkata → Banglore,4,3,0,1,1
155,Air India,2019-05-09,Kolkata,Banglore,CCU → JAI → BOM → BLR,1900-01-01 08:20:00,2026-02-07 07:55:00,23h 35m,2,No info,10697,3,5,1415,Summer,0,0,0,Mrng,Thursday,0,10697.0,7,5,High,Kolkata → Banglore,1,3,0,1,2
156,Jet Airways,2019-06-27,Delhi,Cochin,DEL → ATQ → BOM → COK,1900-01-01 20:00:00,2026-02-07 12:35:00,16h 35m,2,No info,14300,3,6,995,Monsoon,0,0,0,Evng,Thursday,0,14300.0,12,6,Very High,Delhi → Cochin,4,2,1,0,1
157,IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,1900-01-01 18:55:00,2026-02-07 21:45:00,2h 50m,0,No info,8855,1,3,170,Summer,0,0,0,Evng,Sunday,1,8855.0,21,3,High,Banglore → New Delhi,3,0,5,1,1
158,Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 16:30:00,2026-02-07 18:15:00,25h 45m,1,In-flight meal not included,10844,2,5,1545,Summer,0,0,0,Aft,Sunday,1,10844.0,18,5,High,Kolkata → Banglore,4,3,0,1,0
159,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1900-01-01 02:15:00,2026-02-07 04:25:00,26h 10m,1,No info,17024,2,3,1570,Summer,0,0,0,Nyt,Wednesday,0,17024.0,4,3,Very High,Delhi → Cochin,4,2,1,1,3
160,Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 09:35:00,2026-02-07 14:25:00,28h 50m,1,In-flight meal not included,9314,2,5,1730,Summer,0,0,0,Mrng,Wednesday,0,9314.0,14,5,High,Kolkata → Banglore,4,3,0,1,2
161,IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,1900-01-01 00:40:00,2026-02-07 03:25:00,2h 45m,0,No info,4777,1,3,165,Summer,0,0,0,Nyt,Sunday,1,4777.0,3,3,Low,Banglore → New Delhi,3,0,5,1,3
162,Air India,2019-06-09,Kolkata,Banglore,CCU → BBI → BLR,1900-01-01 12:00:00,2026-02-07 13:15:00,25h 15m,1,No info,7662,2,6,1515,Monsoon,0,0,0,Aft,Sunday,1,7662.0,13,6,Medium,Kolkata → Banglore,1,3,0,0,0
163,IndiGo,2019-05-09,Delhi,Cochin,DEL → HYD → COK,1900-01-01 06:50:00,2026-02-07 16:10:00,9h 20m,1,No info,6442,2,5,560,Summer,0,0,0,Mrng,Thursday,0,6442.0,16,5,Medium,Delhi → Cochin,3,2,1,1,2
164,SpiceJet,2019-06-12,Delhi,Cochin,DEL → PNQ → COK,1900-01-01 08:45:00,2026-02-07 13:15:00,4h 30m,1,No info,5264,2,6,270,Monsoon,0,0,0,Mrng,Wednesday,0,5264.0,13,6,Medium,Delhi → Cochin,7,2,1,0,2
165,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1900-01-01 13:00:00,2026-02-07 04:25:00,15h 25m,1,In-flight meal not included,12898,2,5,925,Summer,0,0,0,Aft,Monday,0,12898.0,4,5,Very High,Delhi → Cochin,4,2,1,1,0
166,Air India,2019-03-03,Mumbai,Hyderabad,BOM → HYD,1900-01-01 13:55:00,2026-02-07 15:25:00,1h 30m,0,No info,6092,1,3,90,Summer,0,0,0,Aft,Sunday,1,6092.0,15,3,Medium,Mumbai → Hyderabad,1,4,3,1,0
167,SpiceJet,2019-05-21,Banglore,Delhi,BLR → DEL,1900-01-01 05:55:00,2026-02-07 08:35:00,2h 40m,0,No info,3311,1,5,160,Summer,0,0,0,Mrng,Tuesday,0,3311.0,8,5,Low,Banglore → Delhi,7,0,2,1,2
168,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1900-01-01 19:15:00,2026-02-07 04:25:00,9h 10m,1,In-flight meal not included,6540,2,3,550,Summer,0,0,0,Evng,Wednesday,0,6540.0,4,3,Medium,Delhi → Cochin,4,2,1,1,1
169,IndiGo,2019-05-27,Banglore,Delhi,BLR → DEL,1900-01-01 01:30:00,2026-02-07 04:15:00,2h 45m,0,No info,3419,1,5,165,Summer,0,0,0,Nyt,Monday,0,3419.0,4,5,Low,Banglore → Delhi,3,0,2,1,3
170,Jet Airways,2019-04-03,Delhi,Cochin,DEL → BOM → COK,1900-01-01 14:00:00,2026-02-07 12:35:00,22h 35m,1,In-flight meal not included,5177,2,4,1355,Summer,0,0,0,Aft,Wednesday,0,5177.0,12,4,Low,Delhi → Cochin,4,2,1,1,0
171,Air India,2019-04-18,Delhi,Cochin,DEL → COK,1900-01-01 18:05:00,2026-02-07 21:10:00,3h 5m,0,No info,8246,1,4,185,Summer,0,0,0,Evng,Thursday,0,8246.0,21,4,High,Delhi → Cochin,1,2,1,1,1
172,Jet Airways,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 09:35:00,2026-02-07 21:05:00,11h 30m,1,No info,14676,2,6,690,Monsoon,0,0,0,Mrng,Sunday,1,14676.0,21,6,Very High,Kolkata → Banglore,4,3,0,0,2
173,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,1900-01-01 11:30:00,2026-02-07 21:00:00,9h 30m,1,No info,13587,2,6,570,Monsoon,0,0,0,Mrng,Thursday,0,13587.0,21,6,Very High,Delhi → Cochin,5,2,1,0,2
174,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 21:10:00,2026-02-07 09:20:00,12h 10m,1,In-flight meal not included,9663,2,5,730,Summer,0,0,0,Nyt,Monday,0,9663.0,9,5,High,Kolkata → Banglore,4,3,0,1,3
175,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 16:30:00,2026-02-07 10:05:00,17h 35m,1,No info,13044,2,6,1055,Monsoon,0,0,0,Aft,Wednesday,0,13044.0,10,6,Very High,Kolkata → Banglore,4,3,0,0,0
176,IndiGo,2019-04-03,Delhi,Cochin,DEL → BOM → COK,1900-01-01 20:25:00,2026-02-07 01:30:00,5h 5m,1,No info,5073,2,4,305,Summer,0,0,0,Evng,Wednesday,0,5073.0,1,4,Low,Delhi → Cochin,3,2,1,1,1
177,Vistara,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 17:00:00,2026-02-07 18:50:00,25h 50m,1,No info,9345,2,5,1550,Summer,0,0,0,Evng,Tuesday,0,9345.0,18,5,High,Kolkata → Banglore,9,3,0,1,1
178,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 14:05:00,2026-02-07 10:05:00,20h,1,In-flight meal not included,9663,2,5,1200,Summer,0,0,0,Aft,Monday,0,9663.0,10,5,High,Kolkata → Banglore,4,3,0,1,0
179,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1900-01-01 08:00:00,2026-02-07 21:00:00,13h,1,No info,14277,2,5,780,Summer,0,0,0,Mrng,Tuesday,0,14277.0,21,5,Very High,Delhi → Cochin,5,2,1,1,2
180,Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,1900-01-01 10:00:00,2026-02-07 04:25:00,18h 25m,1,In-flight meal not included,10262,2,6,1105,Monsoon,0,0,0,Mrng,Saturday,1,10262.0,4,6,High,Delhi → Cochin,4,2,1,0,2
181,Jet Airways,2019-03-27,Mumbai,Hyderabad,BOM → HYD,1900-01-01 19:35:00,2026-02-07 21:05:00,1h 30m,0,No info,5678,1,3,90,Summer,0,0,0,Evng,Wednesday,0,5678.0,21,3,Medium,Mumbai → Hyderabad,4,4,3,1,1
182,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,1900-01-01 16:00:00,2026-02-07 01:30:00,9h 30m,1,No info,13727,2,5,570,Summer,0,0,0,Aft,Wednesday,0,13727.0,1,5,Very High,Delhi → Cochin,5,2,1,1,0
183,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 20:00:00,2026-02-07 12:00:00,16h,1,In-flight meal not included,9663,2,5,960,Summer,0,0,0,Evng,Monday,0,9663.0,12,5,High,Kolkata → Banglore,4,3,0,1,1
184,IndiGo,2019-05-12,Chennai,Kolkata,MAA → CCU,1900-01-01 14:45:00,2026-02-07 17:05:00,2h 20m,0,No info,3858,1,5,140,Summer,0,0,0,Aft,Sunday,1,3858.0,17,5,Low,Chennai → Kolkata,3,1,4,1,0
185,SpiceJet,2019-06-24,Delhi,Cochin,DEL → PNQ → COK,1900-01-01 08:45:00,2026-02-07 13:15:00,4h 30m,1,No info,4812,2,6,270,Monsoon,0,0,0,Mrng,Monday,0,4812.0,13,6,Low,Delhi → Cochin,7,2,1,0,2
186,IndiGo,2019-06-27,Delhi,Cochin,DEL → LKO → COK,1900-01-01 21:50:00,2026-02-07 03:35:00,5h 45m,1,No info,5775,2,6,345,Monsoon,0,0,0,Nyt,Thursday,0,5775.0,3,6,Medium,Delhi → Cochin,3,2,1,0,3
187,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 09:35:00,2026-02-07 09:45:00,24h 10m,1,In-flight meal not included,10539,2,6,1450,Monsoon,0,0,0,Mrng,Thursday,0,10539.0,9,6,High,Kolkata → Banglore,4,3,0,0,2
188,IndiGo,2019-06-03,Kolkata,Banglore,CCU → BLR,1900-01-01 15:30:00,2026-02-07 18:05:00,2h 35m,0,No info,4804,1,6,155,Monsoon,0,0,0,Aft,Monday,0,4804.0,18,6,Low,Kolkata → Banglore,3,3,0,0,0
189,Air Asia,2019-06-12,Banglore,Delhi,BLR → DEL,1900-01-01 11:10:00,2026-02-07 13:55:00,2h 45m,0,No info,3383,1,6,165,Monsoon,0,0,0,Mrng,Wednesday,0,3383.0,13,6,Low,Banglore → Delhi,0,0,2,0,2
190,IndiGo,2019-03-03,Banglore,New Delhi,BLR → HYD → DEL,1900-01-01 12:10:00,2026-02-07 17:05:00,4h 55m,1,No info,8738,2,3,295,Summer,0,0,0,Aft,Sunday,1,8738.0,17,3,High,Banglore → New Delhi,3,0,5,1,0
191,Air India,2019-03-27,Delhi,Cochin,DEL → TRV → COK,1900-01-01 05:15:00,2026-02-07 06:50:00,25h 35m,1,No info,7165,2,3,1535,Summer,0,0,0,Mrng,Wednesday,0,7165.0,6,3,Medium,Delhi → Cochin,1,2,1,1,2
192,IndiGo,2019-06-24,Delhi,Cochin,DEL → HYD → COK,1900-01-01 16:10:00,2026-02-07 22:30:00,6h 20m,1,No info,6412,2,6,380,Monsoon,0,0,0,Aft,Monday,0,6412.0,22,6,Medium,Delhi → Cochin,3,2,1,0,0
193,Jet Airways,2019-06-27,Banglore,Delhi,BLR → DEL,1900-01-01 18:55:00,2026-02-07 22:00:00,3h 5m,0,No info,8016,1,6,185,Monsoon,0,0,0,Evng,Thursday,0,8016.0,22,6,Medium,Banglore → Delhi,4,0,2,0,1
194,Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,1900-01-01 20:35:00,2026-02-07 15:15:00,18h 40m,1,In-flight meal not included,11087,2,3,1120,Summer,0,0,0,Evng,Tuesday,0,11087.0,15,3,High,Banglore → New Delhi,4,0,5,1,1
195,SpiceJet,2019-06-27,Chennai,Kolkata,MAA → CCU,1900-01-01 09:45:00,2026-02-07 12:00:00,2h 15m,0,No check-in baggage included,3543,1,6,135,Monsoon,0,0,0,Mrng,Thursday,0,3543.0,12,6,Low,Chennai → Kolkata,7,1,4,0,2
196,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 16:30:00,2026-02-07 04:40:00,12h 10m,1,No info,12471,2,6,730,Monsoon,0,0,0,Aft,Wednesday,0,12471.0,4,6,Very High,Kolkata → Banglore,4,3,0,0,0
